date,price,load_forecast,renewable_forecast
2015-06-15 00:00:00,22.87,38650.25,6370.5
2015-06-15 01:00:00,20.01,37033.25,6171.75
2015-06-15 02:00:00,17.34,36265.25,5888.5
2015-06-15 03:00:00,16.35,36487.75,5659.0
2015-06-15 04:00:00,16.0,37798.25,5243.5
2015-06-15 05:00:00,18.55,41357.5,5252.5
2015-06-15 06:00:00,29.78,50513.5,6118.75
2015-06-15 07:00:00,37.64,57421.0,8021.25
2015-06-15 08:00:00,40.34,60856.5,10596.75
2015-06-15 09:00:00,40.1,62028.0,13141.0
2015-06-15 10:00:00,38.99,63645.5,15363.0
2015-06-15 11:00:00,38.4,64980.25,16984.75
2015-06-15 12:00:00,39.9,64243.0,18056.0
2015-06-15 13:00:00,38.85,63568.25,18842.25
2015-06-15 14:00:00,34.0,62378.5,18980.0
2015-06-15 15:00:00,30.38,61508.25,18335.0
2015-06-15 16:00:00,31.01,59720.25,16881.0
2015-06-15 17:00:00,36.09,58899.5,14592.25
2015-06-15 18:00:00,40.54,58619.75,11785.25
2015-06-15 19:00:00,40.54,58127.25,8815.5
2015-06-15 20:00:00,37.05,55542.25,6467.0
2015-06-15 21:00:00,35.2,53191.0,5017.75
2015-06-15 22:00:00,36.86,50421.75,4481.0
2015-06-15 23:00:00,28.89,45886.25,4134.5
2015-06-16 00:00:00,27.64,43043.0,3760.0
2015-06-16 01:00:00,26.02,41021.25,3617.25
2015-06-16 02:00:00,25.22,39896.25,3435.0
2015-06-16 03:00:00,24.42,40115.25,3446.0
2015-06-16 04:00:00,25.03,41123.25,3540.0
2015-06-16 05:00:00,26.04,43821.0,3666.75
2015-06-16 06:00:00,35.65,51715.0,4868.75
2015-06-16 07:00:00,48.15,58068.0,7322.75
2015-06-16 08:00:00,50.97,61204.5,10815.0
2015-06-16 09:00:00,46.66,62054.5,14681.25
2015-06-16 10:00:00,46.77,63668.75,18233.75
2015-06-16 11:00:00,49.7,65330.0,20912.75
2015-06-16 12:00:00,42.73,64880.75,22297.5
2015-06-16 13:00:00,40.67,64005.5,22409.25
2015-06-16 14:00:00,39.49,62553.5,21842.75
2015-06-16 15:00:00,36.94,61543.0,20602.5
2015-06-16 16:00:00,36.41,60071.75,18645.0
2015-06-16 17:00:00,38.18,59597.75,15589.5
2015-06-16 18:00:00,40.02,59197.75,11866.25
2015-06-16 19:00:00,44.0,58464.75,8234.25
2015-06-16 20:00:00,40.6,55842.5,5403.75
2015-06-16 21:00:00,38.94,53556.25,3746.5
2015-06-16 22:00:00,38.92,50887.0,3142.25
2015-06-16 23:00:00,30.02,46431.5,2861.25
2015-06-17 00:00:00,26.2,36951.5,2394.25
2015-06-17 01:00:00,24.92,35257.25,2345.25
2015-06-17 02:00:00,24.57,34318.25,2289.5
2015-06-17 03:00:00,22.56,34566.25,2431.5
2015-06-17 04:00:00,24.09,35419.0,2697.75
2015-06-17 05:00:00,24.91,37640.0,3167.0
2015-06-17 06:00:00,30.96,44221.25,4898.25
2015-06-17 07:00:00,41.3,49660.5,8284.75
2015-06-17 08:00:00,43.21,52190.5,13100.5
2015-06-17 09:00:00,38.65,52826.75,18233.5
2015-06-17 10:00:00,30.43,54050.5,22604.5
2015-06-17 11:00:00,30.92,54966.0,25939.0
2015-06-17 12:00:00,29.21,54477.75,27999.25
2015-06-17 13:00:00,28.45,54146.75,28720.75
2015-06-17 14:00:00,27.09,53092.75,28272.0
2015-06-17 15:00:00,26.92,52332.0,26691.0
2015-06-17 16:00:00,27.72,51023.0,23599.5
2015-06-17 17:00:00,31.96,50579.0,19114.5
2015-06-17 18:00:00,36.6,50001.0,14247.0
2015-06-17 19:00:00,38.13,49280.75,10292.25
2015-06-17 20:00:00,39.73,47502.5,7578.25
2015-06-17 21:00:00,39.26,45593.75,6513.0
2015-06-17 22:00:00,36.46,43847.0,6729.25
2015-06-17 23:00:00,28.41,41463.0,7182.5
2015-06-18 00:00:00,28.88,43228.0,7857.5
2015-06-18 01:00:00,26.06,41222.5,8120.25
2015-06-18 02:00:00,24.57,40230.25,7918.75
2015-06-18 03:00:00,22.91,40539.25,8010.75
2015-06-18 04:00:00,22.95,41771.25,8058.5
2015-06-18 05:00:00,24.92,44773.75,8215.25
2015-06-18 06:00:00,32.76,53052.75,8906.75
2015-06-18 07:00:00,39.86,58913.5,10182.0
2015-06-18 08:00:00,40.64,61796.25,11766.25
2015-06-18 09:00:00,40.01,62949.25,13691.0
2015-06-18 10:00:00,36.46,64496.0,15828.75
2015-06-18 11:00:00,38.96,65927.0,17645.25
2015-06-18 12:00:00,35.68,65343.0,19104.5
2015-06-18 13:00:00,38.31,64824.0,20177.0
2015-06-18 14:00:00,37.42,63618.25,20810.25
2015-06-18 15:00:00,32.98,62253.5,20739.25
2015-06-18 16:00:00,31.92,60423.5,20123.0
2015-06-18 17:00:00,29.53,59881.75,18615.5
2015-06-18 18:00:00,32.34,59155.25,16323.0
2015-06-18 19:00:00,35.22,58397.25,13579.75
2015-06-18 20:00:00,35.09,55894.0,11161.75
2015-06-18 21:00:00,34.19,53349.5,9660.25
2015-06-18 22:00:00,32.58,50971.5,9076.5
2015-06-18 23:00:00,27.56,46697.25,8884.0
2015-06-19 00:00:00,27.91,44497.0,9215.25
2015-06-19 01:00:00,26.79,42467.75,9344.5
2015-06-19 02:00:00,24.77,41424.75,9854.75
2015-06-19 03:00:00,23.95,41714.0,9711.25
2015-06-19 04:00:00,23.72,42781.25,9528.5
2015-06-19 05:00:00,26.02,45559.5,9634.0
2015-06-19 06:00:00,31.99,53266.0,10792.25
2015-06-19 07:00:00,37.88,59425.0,13070.25
2015-06-19 08:00:00,41.8,62583.75,15717.0
2015-06-19 09:00:00,40.71,63483.25,18298.5
2015-06-19 10:00:00,36.01,65154.75,20794.25
2015-06-19 11:00:00,34.33,66432.0,22736.5
2015-06-19 12:00:00,33.29,65719.5,24209.0
2015-06-19 13:00:00,34.99,64743.25,24620.75
2015-06-19 14:00:00,30.46,63150.25,24392.5
2015-06-19 15:00:00,29.44,62416.75,23504.25
2015-06-19 16:00:00,29.88,60990.75,21795.0
2015-06-19 17:00:00,30.68,60328.75,19093.5
2015-06-19 18:00:00,35.07,59080.0,15899.0
2015-06-19 19:00:00,37.47,57846.25,12774.0
2015-06-19 20:00:00,36.81,55089.5,9951.25
2015-06-19 21:00:00,35.51,52780.5,8400.5
2015-06-19 22:00:00,38.03,50507.75,7817.25
2015-06-19 23:00:00,30.01,46304.0,7455.5
2015-06-20 00:00:00,33.22,44204.0,6726.25
2015-06-20 01:00:00,27.05,41696.25,6590.0
2015-06-20 02:00:00,25.97,40250.0,6436.5
2015-06-20 03:00:00,24.88,39938.25,6323.75
2015-06-20 04:00:00,24.72,39942.25,6255.5
2015-06-20 05:00:00,22.44,39753.0,6268.75
2015-06-20 06:00:00,24.69,41366.25,7108.0
2015-06-20 07:00:00,26.48,45420.0,8809.0
2015-06-20 08:00:00,30.86,49862.25,10941.0
2015-06-20 09:00:00,32.83,53226.25,13287.0
2015-06-20 10:00:00,32.11,55221.5,15582.5
2015-06-20 11:00:00,30.94,56515.5,17599.75
2015-06-20 12:00:00,28.71,55774.75,19012.75
2015-06-20 13:00:00,24.64,53795.75,19729.5
2015-06-20 14:00:00,20.09,52195.75,20158.5
2015-06-20 15:00:00,21.9,51177.75,19884.0
2015-06-20 16:00:00,22.02,50416.75,18477.5
2015-06-20 17:00:00,24.73,50847.75,15626.5
2015-06-20 18:00:00,30.23,50940.0,12156.75
2015-06-20 19:00:00,33.74,50018.5,8750.75
2015-06-20 20:00:00,33.67,47467.0,5886.75
2015-06-20 21:00:00,34.05,46003.75,4219.75
2015-06-20 22:00:00,36.17,45442.75,3870.25
2015-06-20 23:00:00,27.73,42184.75,3752.5
2015-06-21 00:00:00,25.97,33367.75,3674.5
2015-06-21 01:00:00,22.65,31421.0,3600.0
2015-06-21 02:00:00,20.02,30369.25,3353.5
2015-06-21 03:00:00,18.15,29950.75,3100.25
2015-06-21 04:00:00,18.96,29834.25,2810.25
2015-06-21 05:00:00,15.84,29531.0,2698.25
2015-06-21 06:00:00,15.84,30062.25,3559.5
2015-06-21 07:00:00,18.96,31997.75,5528.25
2015-06-21 08:00:00,20.48,34927.5,8304.0
2015-06-21 09:00:00,22.63,37818.25,11450.25
2015-06-21 10:00:00,23.77,39921.5,13924.75
2015-06-21 11:00:00,26.21,41860.25,15381.75
2015-06-21 12:00:00,23.71,42000.0,15898.75
2015-06-21 13:00:00,15.52,40529.5,15693.75
2015-06-21 14:00:00,15.53,39086.5,15482.25
2015-06-21 15:00:00,16.94,38204.5,14924.75
2015-06-21 16:00:00,15.33,38067.25,13364.5
2015-06-21 17:00:00,22.47,38826.5,11222.0
2015-06-21 18:00:00,28.99,39709.5,8825.75
2015-06-21 19:00:00,31.95,39967.5,6556.0
2015-06-21 20:00:00,37.88,39358.25,4789.25
2015-06-21 21:00:00,36.47,38892.25,4423.5
2015-06-21 22:00:00,36.99,38964.75,4965.0
2015-06-21 23:00:00,31.95,37564.5,5577.25
2015-06-22 00:00:00,24.87,39532.75,6585.0
2015-06-22 01:00:00,24.33,37916.25,7035.5
2015-06-22 02:00:00,22.3,37124.25,6980.0
2015-06-22 03:00:00,19.08,37333.5,6731.0
2015-06-22 04:00:00,18.88,38776.75,6407.5
2015-06-22 05:00:00,21.0,42474.75,6361.25
2015-06-22 06:00:00,30.35,51501.0,7011.75
2015-06-22 07:00:00,41.09,58393.0,8503.75
2015-06-22 08:00:00,43.47,61450.0,10696.5
2015-06-22 09:00:00,43.53,62348.5,13080.5
2015-06-22 10:00:00,43.72,63969.0,15092.25
2015-06-22 11:00:00,43.52,65249.5,16324.25
2015-06-22 12:00:00,38.24,64620.0,17305.0
2015-06-22 13:00:00,39.7,64241.5,17337.0
2015-06-22 14:00:00,35.31,63139.0,16756.0
2015-06-22 15:00:00,34.66,62138.5,15451.75
2015-06-22 16:00:00,33.04,60576.5,13577.75
2015-06-22 17:00:00,35.09,59829.75,11590.0
2015-06-22 18:00:00,35.59,59392.0,9364.25
2015-06-22 19:00:00,37.69,58751.25,7104.0
2015-06-22 20:00:00,38.99,56306.5,5464.75
2015-06-22 21:00:00,35.5,53777.25,4562.5
2015-06-22 22:00:00,31.04,51218.0,4394.25
2015-06-22 23:00:00,27.05,46690.0,4429.75
2015-06-23 00:00:00,27.07,43813.0,4299.25
2015-06-23 01:00:00,26.87,41962.75,4277.25
2015-06-23 02:00:00,26.36,40938.0,4619.0
2015-06-23 03:00:00,24.88,41100.0,4964.0
2015-06-23 04:00:00,24.87,42266.25,5324.5
2015-06-23 05:00:00,26.85,44842.25,5880.5
2015-06-23 06:00:00,30.46,52515.5,7175.5
2015-06-23 07:00:00,38.28,59153.25,9421.5
2015-06-23 08:00:00,42.28,61980.0,12459.25
2015-06-23 09:00:00,40.28,62620.5,15898.25
2015-06-23 10:00:00,40.42,64431.75,18995.5
2015-06-23 11:00:00,40.39,65898.5,21639.5
2015-06-23 12:00:00,32.84,65193.75,23734.0
2015-06-23 13:00:00,31.0,64503.5,25055.0
2015-06-23 14:00:00,30.35,63271.75,25678.25
2015-06-23 15:00:00,29.34,62106.75,25099.5
2015-06-23 16:00:00,27.51,60847.25,23145.0
2015-06-23 17:00:00,29.88,60155.5,20136.0
2015-06-23 18:00:00,33.92,59699.75,16346.25
2015-06-23 19:00:00,35.9,58955.75,12979.25
2015-06-23 20:00:00,35.0,56392.5,10590.25
2015-06-23 21:00:00,33.4,53893.5,9844.75
2015-06-23 22:00:00,29.95,51490.0,10162.75
2015-06-23 23:00:00,26.68,47036.75,10649.0
2015-06-24 00:00:00,24.85,37429.0,10846.25
2015-06-24 01:00:00,23.05,35781.75,11048.0
2015-06-24 02:00:00,20.36,34836.75,11411.5
2015-06-24 03:00:00,17.94,35061.75,11210.5
2015-06-24 04:00:00,22.08,36077.5,10976.5
2015-06-24 05:00:00,25.65,38370.25,10916.75
2015-06-24 06:00:00,29.12,44863.25,11748.5
2015-06-24 07:00:00,36.34,49677.75,13811.25
2015-06-24 08:00:00,34.93,52267.25,16780.5
2015-06-24 09:00:00,33.63,53253.5,20046.25
2015-06-24 10:00:00,31.04,54699.5,23294.5
2015-06-24 11:00:00,30.83,55853.5,25794.5
2015-06-24 12:00:00,29.46,55156.25,27366.75
2015-06-24 13:00:00,29.43,54747.0,27718.0
2015-06-24 14:00:00,29.45,53225.25,27180.5
2015-06-24 15:00:00,30.65,52597.25,25131.0
2015-06-24 16:00:00,29.5,51232.5,21968.0
2015-06-24 17:00:00,32.64,50708.5,17877.5
2015-06-24 18:00:00,36.42,50217.75,13109.0
2015-06-24 19:00:00,37.86,49359.0,8811.75
2015-06-24 20:00:00,38.04,47292.75,5713.25
2015-06-24 21:00:00,39.04,45600.25,4266.0
2015-06-24 22:00:00,38.99,43711.5,4119.5
2015-06-24 23:00:00,32.8,41393.5,4309.0
2015-06-25 00:00:00,31.15,43282.25,4380.25
2015-06-25 01:00:00,29.62,41160.25,4597.25
2015-06-25 02:00:00,27.8,40067.0,4930.0
2015-06-25 03:00:00,26.1,40273.25,4722.75
2015-06-25 04:00:00,26.86,41389.25,4302.5
2015-06-25 05:00:00,29.67,44246.5,4037.25
2015-06-25 06:00:00,35.04,52145.0,4922.5
2015-06-25 07:00:00,45.97,58741.0,7312.0
2015-06-25 08:00:00,48.96,61480.5,10725.75
2015-06-25 09:00:00,43.21,62426.75,14534.5
2015-06-25 10:00:00,38.89,64036.25,17934.25
2015-06-25 11:00:00,40.04,65565.75,20414.0
2015-06-25 12:00:00,34.96,65051.0,21593.5
2015-06-25 13:00:00,35.22,64380.0,21642.5
2015-06-25 14:00:00,33.7,63467.5,20546.5
2015-06-25 15:00:00,37.81,62349.75,18557.5
2015-06-25 16:00:00,35.59,60900.75,15756.25
2015-06-25 17:00:00,39.22,60534.75,12234.25
2015-06-25 18:00:00,42.17,59114.75,8397.25
2015-06-25 19:00:00,42.99,58048.75,4934.5
2015-06-25 20:00:00,43.03,55452.0,2416.5
2015-06-25 21:00:00,39.4,52968.75,1178.0
2015-06-25 22:00:00,37.06,50527.0,1109.0
2015-06-25 23:00:00,30.7,46081.25,1325.25
2015-06-26 00:00:00,31.91,43905.25,1317.0
2015-06-26 01:00:00,31.0,41875.5,1463.5
2015-06-26 02:00:00,30.69,40641.0,1584.75
2015-06-26 03:00:00,28.91,40771.0,1697.75
2015-06-26 04:00:00,28.91,41712.25,1757.0
2015-06-26 05:00:00,31.72,44371.75,1978.5
2015-06-26 06:00:00,37.42,52098.5,3230.5
2015-06-26 07:00:00,44.51,58216.75,5850.75
2015-06-26 08:00:00,45.05,61371.0,9161.5
2015-06-26 09:00:00,41.33,62177.25,12532.0
2015-06-26 10:00:00,37.91,63575.25,15528.25
2015-06-26 11:00:00,36.97,64746.75,17804.0
2015-06-26 12:00:00,35.98,63862.75,19286.5
2015-06-26 13:00:00,35.44,63042.5,19623.75
2015-06-26 14:00:00,33.93,61758.0,18692.25
2015-06-26 15:00:00,35.01,60403.25,16605.0
2015-06-26 16:00:00,36.6,58964.75,13731.5
2015-06-26 17:00:00,39.56,58395.5,10317.5
2015-06-26 18:00:00,41.26,57428.5,6897.75
2015-06-26 19:00:00,41.03,56931.0,4185.5
2015-06-26 20:00:00,37.28,54525.75,2352.0
2015-06-26 21:00:00,35.7,52038.75,2019.0
2015-06-26 22:00:00,37.94,49725.75,2484.0
2015-06-26 23:00:00,34.38,45907.5,2964.75
2015-06-27 00:00:00,30.28,42518.75,3464.5
2015-06-27 01:00:00,27.2,40233.0,3945.5
2015-06-27 02:00:00,26.73,38949.25,3023.5
2015-06-27 03:00:00,25.54,38608.25,3313.0
2015-06-27 04:00:00,25.1,38669.75,3582.25
2015-06-27 05:00:00,24.07,38889.75,3624.25
2015-06-27 06:00:00,25.13,40811.5,4119.0
2015-06-27 07:00:00,26.08,44541.75,5552.5
2015-06-27 08:00:00,33.21,48857.25,7523.0
2015-06-27 09:00:00,35.48,51911.75,9665.25
2015-06-27 10:00:00,34.91,54032.5,12171.0
2015-06-27 11:00:00,34.13,55267.25,15043.5
2015-06-27 12:00:00,32.34,54384.5,17773.75
2015-06-27 13:00:00,28.14,52416.25,19599.25
2015-06-27 14:00:00,26.43,50322.0,20177.0
2015-06-27 15:00:00,25.05,49625.0,19785.0
2015-06-27 16:00:00,25.06,49141.75,18676.75
2015-06-27 17:00:00,27.01,49173.75,16470.5
2015-06-27 18:00:00,29.41,48990.5,13525.0
2015-06-27 19:00:00,32.5,48146.5,10666.0
2015-06-27 20:00:00,32.76,45887.5,8274.0
2015-06-27 21:00:00,32.65,44145.5,6989.5
2015-06-27 22:00:00,34.98,43386.25,6715.25
2015-06-27 23:00:00,30.9,40333.0,6514.0
2015-06-28 00:00:00,21.26,32974.5,7766.0
2015-06-28 01:00:00,18.59,31121.0,7776.5
2015-06-28 02:00:00,16.94,30055.0,7408.75
2015-06-28 03:00:00,19.08,29587.0,6814.5
2015-06-28 04:00:00,16.3,29510.0,5983.75
2015-06-28 05:00:00,15.27,29198.75,5430.25
2015-06-28 06:00:00,15.08,30020.25,5949.0
2015-06-28 07:00:00,15.06,32004.0,8366.75
2015-06-28 08:00:00,15.3,35045.75,12331.0
2015-06-28 09:00:00,15.56,37851.75,16861.25
2015-06-28 10:00:00,15.04,40194.25,21047.75
2015-06-28 11:00:00,16.07,42125.75,24186.5
2015-06-28 12:00:00,15.23,42121.75,25985.25
2015-06-28 13:00:00,14.94,40706.25,26212.75
2015-06-28 14:00:00,14.3,39526.25,25006.75
2015-06-28 15:00:00,14.68,38894.5,22479.0
2015-06-28 16:00:00,15.55,38653.75,18673.25
2015-06-28 17:00:00,17.42,39516.75,13923.0
2015-06-28 18:00:00,28.72,40366.0,8914.25
2015-06-28 19:00:00,35.02,40341.0,5106.25
2015-06-28 20:00:00,36.92,39873.0,2821.25
2015-06-28 21:00:00,35.53,39240.75,1974.5
2015-06-28 22:00:00,38.92,39331.75,2057.25
2015-06-28 23:00:00,36.86,37971.25,2251.0
2015-06-29 00:00:00,33.51,39500.75,2601.75
2015-06-29 01:00:00,29.23,37855.75,2897.0
2015-06-29 02:00:00,26.9,36914.5,3775.25
2015-06-29 03:00:00,25.94,37125.0,3548.25
2015-06-29 04:00:00,25.34,38493.25,3133.5
2015-06-29 05:00:00,27.08,41763.25,3061.25
2015-06-29 06:00:00,34.98,50477.5,3805.75
2015-06-29 07:00:00,43.93,56921.0,5922.25
2015-06-29 08:00:00,47.62,60251.75,8726.0
2015-06-29 09:00:00,43.93,61377.0,12294.25
2015-06-29 10:00:00,41.55,63378.25,16318.25
2015-06-29 11:00:00,40.02,64945.75,20145.25
2015-06-29 12:00:00,34.55,63977.25,22808.75
2015-06-29 13:00:00,32.62,63569.0,23782.75
2015-06-29 14:00:00,31.69,61845.0,23490.0
2015-06-29 15:00:00,32.17,61114.25,21624.5
2015-06-29 16:00:00,34.5,59464.0,18443.0
2015-06-29 17:00:00,39.46,58848.75,14222.5
2015-06-29 18:00:00,39.13,58445.0,9677.25
2015-06-29 19:00:00,43.96,57772.75,5874.75
2015-06-29 20:00:00,43.94,55284.25,3391.5
2015-06-29 21:00:00,41.8,53021.75,2446.0
2015-06-29 22:00:00,41.18,50337.75,2440.0
2015-06-29 23:00:00,31.96,45871.0,2473.0
2015-06-30 00:00:00,29.44,42774.25,2290.75
2015-06-30 01:00:00,29.36,40840.25,2312.0
2015-06-30 02:00:00,29.49,39825.0,2240.0
2015-06-30 03:00:00,27.52,39883.5,2278.75
2015-06-30 04:00:00,27.58,40967.75,2209.5
2015-06-30 05:00:00,29.91,43734.0,2210.5
2015-06-30 06:00:00,36.07,51767.75,3209.0
2015-06-30 07:00:00,42.55,57891.75,6041.25
2015-06-30 08:00:00,42.61,61089.25,10468.75
2015-06-30 09:00:00,37.93,61868.75,15570.0
2015-06-30 10:00:00,36.07,63609.0,20032.0
2015-06-30 11:00:00,35.72,65061.5,23157.75
2015-06-30 12:00:00,32.91,64279.25,24876.5
2015-06-30 13:00:00,31.88,63759.75,25285.0
2015-06-30 14:00:00,31.23,62525.75,24515.25
2015-06-30 15:00:00,31.97,61306.5,22572.5
2015-06-30 16:00:00,33.92,60161.5,19263.75
2015-06-30 17:00:00,40.02,59118.25,14831.25
2015-06-30 18:00:00,43.9,58825.0,9723.25
2015-06-30 19:00:00,46.79,57821.75,5590.0
2015-06-30 20:00:00,44.54,55330.5,3416.0
2015-06-30 21:00:00,41.34,52949.5,2877.75
2015-06-30 22:00:00,36.93,50550.75,3350.0
2015-06-30 23:00:00,33.62,46019.0,3776.25
2015-07-01 00:00:00,30.62,43901.75,4105.25
2015-07-01 01:00:00,29.98,41886.25,4242.75
2015-07-01 02:00:00,28.05,40806.75,4465.25
2015-07-01 03:00:00,27.7,40909.25,4534.5
2015-07-01 04:00:00,28.36,41791.0,4553.0
2015-07-01 05:00:00,28.67,44470.5,4894.25
2015-07-01 06:00:00,35.32,52341.25,6325.25
2015-07-01 07:00:00,42.02,58191.75,9500.5
2015-07-01 08:00:00,41.54,61461.0,14205.0
2015-07-01 09:00:00,36.9,62408.5,19544.0
2015-07-01 10:00:00,34.22,63980.25,24411.0
2015-07-01 11:00:00,31.99,65434.75,27962.0
2015-07-01 12:00:00,30.04,64784.5,30115.5
2015-07-01 13:00:00,28.77,64166.75,30922.0
2015-07-01 14:00:00,29.43,62862.75,30413.25
2015-07-01 15:00:00,29.99,61706.75,28481.75
2015-07-01 16:00:00,30.04,60510.0,25221.0
2015-07-01 17:00:00,34.94,59708.5,20665.25
2015-07-01 18:00:00,37.28,59106.0,15622.0
2015-07-01 19:00:00,42.58,58346.25,11883.5
2015-07-01 20:00:00,42.42,55862.25,10270.5
2015-07-01 21:00:00,39.68,53634.25,10430.75
2015-07-01 22:00:00,36.98,51311.75,11562.25
2015-07-01 23:00:00,28.39,46902.5,12262.25
2015-07-02 00:00:00,28.74,44508.75,12510.5
2015-07-02 01:00:00,28.08,42550.0,12455.5
2015-07-02 02:00:00,27.31,41440.5,12459.25
2015-07-02 03:00:00,26.07,41440.75,12397.25
2015-07-02 04:00:00,27.49,42222.75,12180.0
2015-07-02 05:00:00,28.19,44861.25,11964.25
2015-07-02 06:00:00,35.11,53022.0,12631.25
2015-07-02 07:00:00,42.45,58680.25,15141.25
2015-07-02 08:00:00,43.12,61557.25,19234.25
2015-07-02 09:00:00,35.91,62573.0,24149.75
2015-07-02 10:00:00,32.52,63966.5,28917.75
2015-07-02 11:00:00,28.72,65572.5,32374.0
2015-07-02 12:00:00,28.15,65193.0,34289.5
2015-07-02 13:00:00,27.54,64726.25,34771.0
2015-07-02 14:00:00,26.73,63475.25,33873.5
2015-07-02 15:00:00,28.49,62290.25,31534.25
2015-07-02 16:00:00,33.1,61037.25,27614.25
2015-07-02 17:00:00,40.0,60267.75,22421.75
2015-07-02 18:00:00,44.28,59121.5,16724.5
2015-07-02 19:00:00,48.26,58378.5,12484.25
2015-07-02 20:00:00,44.2,56121.75,10778.75
2015-07-02 21:00:00,40.97,53844.0,10778.25
2015-07-02 22:00:00,37.95,51814.75,11735.5
2015-07-02 23:00:00,30.14,47692.5,12075.25
2015-07-03 00:00:00,29.72,47296.25,11888.25
2015-07-03 01:00:00,30.07,45148.75,10995.0
2015-07-03 02:00:00,29.18,43922.5,10092.25
2015-07-03 03:00:00,30.38,43875.25,8932.25
2015-07-03 04:00:00,31.84,44486.25,7810.0
2015-07-03 05:00:00,35.39,47031.5,6644.75
2015-07-03 06:00:00,46.39,54672.0,6948.25
2015-07-03 07:00:00,53.02,60205.5,9460.25
2015-07-03 08:00:00,56.62,63295.25,13549.75
2015-07-03 09:00:00,55.78,64392.5,18126.0
2015-07-03 10:00:00,47.56,66111.75,22240.75
2015-07-03 11:00:00,41.64,67544.25,25200.0
2015-07-03 12:00:00,39.03,66746.5,26617.0
2015-07-03 13:00:00,33.95,65795.5,26703.0
2015-07-03 14:00:00,35.34,64452.75,25355.5
2015-07-03 15:00:00,39.75,63026.75,22879.25
2015-07-03 16:00:00,47.43,61794.75,19152.5
2015-07-03 17:00:00,60.0,61329.25,14637.0
2015-07-03 18:00:00,58.94,60329.25,9904.0
2015-07-03 19:00:00,57.34,59160.5,6304.25
2015-07-03 20:00:00,55.99,56428.75,4418.75
2015-07-03 21:00:00,53.79,54143.25,3867.0
2015-07-03 22:00:00,57.09,52522.75,4169.0
2015-07-03 23:00:00,47.99,49054.5,4354.25
2015-07-04 00:00:00,37.04,44104.5,3998.0
2015-07-04 01:00:00,31.76,41332.0,3837.25
2015-07-04 02:00:00,31.0,39794.0,3653.25
2015-07-04 03:00:00,32.09,39216.75,3724.0
2015-07-04 04:00:00,29.74,38937.0,3812.5
2015-07-04 05:00:00,28.46,39028.5,4154.75
2015-07-04 06:00:00,27.58,41323.5,5504.5
2015-07-04 07:00:00,30.82,45107.75,8585.0
2015-07-04 08:00:00,35.03,49375.75,13075.0
2015-07-04 09:00:00,38.94,52495.25,18081.75
2015-07-04 10:00:00,31.35,54789.25,22523.5
2015-07-04 11:00:00,28.68,55648.0,25545.25
2015-07-04 12:00:00,28.15,54657.5,27059.5
2015-07-04 13:00:00,28.12,53078.5,27058.75
2015-07-04 14:00:00,27.67,51834.0,25673.75
2015-07-04 15:00:00,28.68,51299.0,22936.5
2015-07-04 16:00:00,30.91,50654.75,18930.0
2015-07-04 17:00:00,39.29,50130.0,14008.25
2015-07-04 18:00:00,43.99,49771.75,9107.0
2015-07-04 19:00:00,44.14,48948.75,6022.25
2015-07-04 20:00:00,40.05,46644.25,4501.25
2015-07-04 21:00:00,38.99,44962.5,3946.0
2015-07-04 22:00:00,39.89,44197.5,4126.25
2015-07-04 23:00:00,34.5,41435.5,4160.0
2015-07-05 00:00:00,30.44,38374.0,3745.25
2015-07-05 01:00:00,29.47,36273.0,3408.25
2015-07-05 02:00:00,29.43,34783.5,2973.5
2015-07-05 03:00:00,27.94,34084.0,2866.75
2015-07-05 04:00:00,28.97,33666.25,2782.25
2015-07-05 05:00:00,26.06,33157.75,2727.25
2015-07-05 06:00:00,25.25,34293.25,3495.75
2015-07-05 07:00:00,25.58,37185.0,6243.75
2015-07-05 08:00:00,26.08,40795.25,10562.75
2015-07-05 09:00:00,26.1,44036.5,15242.0
2015-07-05 10:00:00,24.77,46693.75,19431.75
2015-07-05 11:00:00,24.01,48938.5,22384.75
2015-07-05 12:00:00,24.36,48605.5,24026.0
2015-07-05 13:00:00,23.08,47035.0,24288.75
2015-07-05 14:00:00,22.72,46033.25,23263.0
2015-07-05 15:00:00,24.02,45374.5,20834.5
2015-07-05 16:00:00,24.74,45207.75,17056.25
2015-07-05 17:00:00,28.65,45858.25,12856.75
2015-07-05 18:00:00,32.56,46402.25,9049.75
2015-07-05 19:00:00,33.91,46309.25,6383.5
2015-07-05 20:00:00,34.95,45447.5,4907.5
2015-07-05 21:00:00,35.07,44784.5,4484.0
2015-07-05 22:00:00,39.98,45110.0,5209.25
2015-07-05 23:00:00,30.55,42003.0,6400.0
2015-07-06 00:00:00,28.78,40240.5,8665.0
2015-07-06 01:00:00,24.55,38770.5,10544.25
2015-07-06 02:00:00,20.8,37924.75,15005.5
2015-07-06 03:00:00,15.94,38110.5,15508.5
2015-07-06 04:00:00,15.51,39320.5,15879.5
2015-07-06 05:00:00,24.08,42776.25,16085.25
2015-07-06 06:00:00,29.72,51451.5,16964.25
2015-07-06 07:00:00,43.16,58282.5,19097.0
2015-07-06 08:00:00,44.2,61725.75,22242.0
2015-07-06 09:00:00,37.95,62374.5,25884.5
2015-07-06 10:00:00,34.99,64101.25,29641.0
2015-07-06 11:00:00,31.48,65560.25,32849.75
2015-07-06 12:00:00,28.72,64691.25,34844.5
